id,po,so,name,item,itemdesc,qty,lineup,converting,fg,delivery,shipqty,date,deliverydate,comment,c,p,o,f,shipstatus,prodqty,pendingqty,orderstatus,creasingtime,printingtime,dcrtime,finishrtime,lineuptime,converttime,fgtime,lastedited,deliverytime
429,BMPC-22-089,145,Boxmates Packaging Corporation,53x70 .NT C-Flute (1346),1346,1500,f,f,f,f,,2022-03-31,,,f,f,f,f,,,,Planner,,,,,,,,,
430,"",81,Boxmates Packaging Corporation,53x70 NT C Flute (1346),1346,700,f,f,f,f,,2022-03-04,,,f,f,f,f,,,,Planner,,,,,,,,,
431,BMPC-22-172,605,Boxmates Packaging Corporation,53x70 NT C Flute (1346),1346,1500,f,f,f,f,,2022-06-03,,,f,f,f,f,,,,Planner,,,,,,,,,
432,7229,755,SUH PACK (PHILS) INC.,53x76 350lbs BC-Flute (1346),1346,500,f,f,f,f,,2022-07-08,,,f,f,f,f,,,,Planner,,,,,,,,,
433,7150,459,SUH PACK (PHILS) INC.,53x81.50 350lbs BC Flute (1346),1346,500,f,f,f,f,,2022-05-17,,,f,f,f,f,,,,Planner,,,,,,,,,
434,"",106,Boxmates Packaging Corporation,53x82 350lbs BC-Flute (1346),1346,361,f,f,f,f,,2022-03-16,,,f,f,f,f,,,,Planner,,,,,,,,,
435,BMPC-22-117,329,Boxmates Packaging Corporation,53x86 175lbs C Flute (140-125-140),140-125-140,600,f,f,f,f,,2022-04-30,,,f,f,f,f,,,,Planner,,,,,,,,,
436,BMPC-22-079,117,Boxmates Packaging Corporation,53x86.50 175lbs C-Flute (1346),1346,500,f,f,f,f,,2022-03-21,,,f,f,f,f,,,,Planner,,,,,,,,,
437,"",38,Jinhong Packaging-PPC,53x86.75 NT C-flute (1346),1346,450,f,f,f,f,,2022-02-10,,,f,f,f,f,,,,Planner,,,,,,,,,
438,"",36,Boxmates Packaging Corporation,53x87.50 350lbs. BC-Flute (1346),1346,800,f,f,f,f,,2022-02-09,,,f,f,f,f,,,,Planner,,,,,,,,,
439,WS-22-219,565,WYNNSTAR PACKAGING CORP.,53x89.50 250lbs CB Flute (1346),1346,700,f,f,f,f,,2022-05-30,,,f,f,f,f,,,,Planner,,,,,,,,,
440,"",12,Thousand Oaks Packaging Corporation-PPC,53x98 350lbs. BC-Flute (1346),1346,2,f,f,f,f,,2022-01-28,,,f,f,f,f,,,,Planner,,,,,,,,,
441,"",29,Thousand Oaks Packaging Corporation-PPC,53x98 350lbs. BC-Flute (1346),1346,25,f,f,f,f,,2022-02-08,,,f,f,f,f,,,,Planner,,,,,,,,,
442,WS-22-237,632,WYNNSTAR PACKAGING CORP.,54x31.50 350lbs CB Flute (1372),1372,2000,f,f,f,f,,2022-06-11,,,f,f,f,f,,,,Planner,,,,,,,,,
443,7144,488,SUH PACK (PHILS) INC.,54x51 350lbs BC Flute (1372),1372,500,f,f,f,f,,2022-05-19,,,f,f,f,f,,,,Planner,,,,,,,,,
444,7205,579,SUH PACK (PHILS) INC.,54x73.75 350lbs BC Flute (1372),1372,500,f,f,f,f,,2022-06-01,,,f,f,f,f,,,,Planner,,,,,,,,,
445,0522-0001,392,Classic Corrugated Packaging  Corp,551x1522 300lbs CB Flute (153x245x153),153x245x153,5000,f,f,f,f,,2022-05-11,,,f,f,f,f,,,,Planner,,,,,,,,,
446,0522-0001,540,Classic Corrugated Packaging  Corp,551x1522 300lbs CB Flute (153x245x153),153x245x153,3036,f,f,f,f,,2022-05-26,,,f,f,f,f,,,,Planner,,,,,,,,,
447,"",184,Thousand Oaks Packaging Corporation-PPC,553x493 350lbs BC-Flute (553x493 350lbs),553x493 350lbs,1000,f,f,f,f,,2022-04-07,,,f,f,f,f,,,,Planner,,,,,,,,,
448,AP-41949-4,733,"AP CARTON BOX, INC.",558x554 175lbs C Flute (558(140-115-140)),558(140-115-140),3120,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
449,AP-41073-4,374,"AP CARTON BOX, INC.",558x718 175lbs C Flute (558x(140-115-140)),558x(140-115-140),3750,f,f,f,f,,2022-05-10,,,f,f,f,f,,,,Planner,,,,,,,,,
450,"",140,"AP CARTON BOX, INC.",558x718 175lbs C-Flute (558x718 175lbs),558x718 175lbs,1500,f,f,f,f,,2022-03-29,,,f,f,f,f,,,,Planner,,,,,,,,,
451,C-002346,599,AP CARTON BOX INC - LAGUNA,559x1459 350lbs BC-Flute (137x285x137 (150-115(3)-150),137x285x137 (150-115(3)-150,3500,f,f,f,f,,2022-06-02,,,f,f,f,f,,,,Planner,,,,,,,,,
452,0522-0023,525,Classic Corrugated Packaging  Corp,55x22 350lbs CB Flute (1397(140-115(3)140)),1397(140-115(3)140),1667,f,f,f,f,,2022-05-25,,,f,f,f,f,,,,Planner,,,,,,,,,
453,0522-0023,525,Classic Corrugated Packaging  Corp,55x29 350lbs CB Flute (1397(140-115(3)140)),1397(140-115(3)140),1667,f,f,f,f,,2022-05-25,,,f,f,f,f,,,,Planner,,,,,,,,,
454,7119,188,SUH PACK (PHILS) INC.,55x35 NT C-Flute (1397),1397,500,f,f,f,f,,2022-04-07,,,f,f,f,f,,,,Planner,,,,,,,,,
455,7129,309,SUH PACK (PHILS) INC.,55x40.75 350lbs BC-Flute (55x40.75 (140-115-140-115-140)SPL),55x40.75 (140-115-140-115-140)SPL,4000,f,f,f,f,,2022-04-25,,,f,f,f,f,,,,Planner,,,,,,,,,
456,7215,629,SUH PACK (PHILS) INC.,55x46.25 250lbs BC Flute (1397),1397,500,f,f,f,f,,2022-06-10,,,f,f,f,f,,,,Planner,,,,,,,,,
457,7221,654,SUH PACK (PHILS) INC.,55x46.50 250lbs BC-Flute (1397),1397,500,f,f,f,f,,2022-06-18,,,f,f,f,f,,,,Planner,,,,,,,,,
458,7139,362,SUH PACK (PHILS) INC.,55x48.25 350lbs BC Flute (55x48.25(140-115-140-115-140)),55x48.25(140-115-140-115-140),500,f,f,f,f,,2022-05-06,,,f,f,f,f,,,,Planner,,,,,,,,,
459,"",54,BM PACKAGING AND BOXES TRADING,55x60 125lbs B-Flute (1397),1397,1300,f,f,f,f,,2022-02-17,,,f,f,f,f,,,,Planner,,,,,,,,,
460,"",89,BM PACKAGING AND BOXES TRADING,55x60 125lbs B-Flute (1397),1397,1046,f,f,f,f,,2022-03-10,,,f,f,f,f,,,,Planner,,,,,,,,,
461,"",122,BM PACKAGING AND BOXES TRADING,55x60 125lbs B-Flute (1397),1397,1065,f,f,f,f,,2022-03-23,,,f,f,f,f,,,,Planner,,,,,,,,,
462,BMPC-22-159,563,Boxmates Packaging Corporation,55x62 125lbs B Flute (1397),1397,1500,f,f,f,f,,2022-05-30,,,f,f,f,f,,,,Planner,,,,,,,,,
463,WS-22-227,603,WYNNSTAR PACKAGING CORP.,55x63.50 175lbs C F lute (1397 55x63.50),1397 55x63.50,3100,f,f,f,f,,2022-06-03,,,f,f,f,f,,,,Planner,,,,,,,,,
464,"",81,Boxmates Packaging Corporation,55x70 350lbs BC-Flute (1397),1397,500,f,f,f,f,,2022-03-04,,,f,f,f,f,,,,Planner,,,,,,,,,
465,WS-22-237,632,WYNNSTAR PACKAGING CORP.,55x70.25 350lbs CB Flute (1397),1397,2100,f,f,f,f,,2022-06-11,,,f,f,f,f,,,,Planner,,,,,,,,,
466,0522-0023,525,Classic Corrugated Packaging  Corp,55x71.5 350lbs CB Flute (1397(140-115(3)140)),1397(140-115(3)140),1667,f,f,f,f,,2022-05-25,,,f,f,f,f,,,,Planner,,,,,,,,,
467,7217,625,SUH PACK (PHILS) INC.,55x80.50 350lbs SPL CB Flute (1397(140-115-140-115-140)),1397(140-115-140-115-140),1000,f,f,f,f,,2022-06-09,,,f,f,f,f,,,,Planner,,,,,,,,,
468,"",36,Boxmates Packaging Corporation,55x86.50 175lbs C-Flute (1397),1397,800,f,f,f,f,,2022-02-09,,,f,f,f,f,,,,Planner,,,,,,,,,
469,AP-41229-4,469,"AP CARTON BOX, INC.",560x1723 300lbs BC Flute (170x220x170(m to f)),170x220x170(m to f),2000,f,f,f,f,,2022-05-18,,,f,f,f,f,,,,Planner,,,,,,,,,
470,AP-41512-4,644,"AP CARTON BOX, INC.",560x1723 300lbs BC Flute (170x220x170(m to f)),170x220x170(m to f),2000,f,f,f,f,,2022-06-15,,,f,f,f,f,,,,Planner,,,,,,,,,
471,AP-41896-4,737,"AP CARTON BOX, INC.",560x1723 300lbs BC Flute (170x220x170(m to f)),170x220x170(m to f),1000,f,f,f,f,,2022-07-07,,,f,f,f,f,,,,Planner,,,,,,,,,
